,Point A,Point B,Point C,Point D,Point E,Error Classification
104,2.474730297,2.788299377,1.870645396,1.82662445,1.979059743,2
105,2.317978535,2.134831236,1.665563018,1.665366873,1.848683317,2
106,2.474730297,2.788299377,1.870645396,1.82662445,1.979059743,2
107,2.479848161,2.789563423,1.847669008,1.811955584,1.964370311,2
108,2.483698467,2.787983159,1.811006701,1.792656555,1.944736991,2
109,2.493411424,2.795793365,1.810050232,1.783172928,1.935740986,2
110,2.514517433,2.817177276,1.846682971,1.780235557,1.932821176,2
111,2.507323516,2.805022207,1.793961185,1.763405748,1.916278186,2
112,2.484930978,2.761855274,1.662944359,1.747011302,1.867215274,2
113,2.509137675,2.774725639,1.666890139,1.75213814,1.828957155,2
114,2.54997765,2.815582425,1.708711218,1.742754712,1.798464902,2
115,2.544421354,2.802904725,1.705742063,1.766948504,1.789535952,2
116,2.585821103,2.834925355,1.806992116,1.807168767,1.777145362,2
117,2.619717139,2.864767011,1.92796755,1.835037489,1.806514382,2
118,2.586499044,2.857092167,1.807902171,1.749563156,1.812816274,2
119,2.543889825,2.810399959,1.699424031,1.738916399,1.804286319,2
120,2.525384594,2.7905032,1.678741823,1.746406458,1.814516042,2
121,2.608269024,2.88213335,1.892530894,1.766070122,1.834126869,2
122,2.316270397,2.590005965,1.645402728,1.919774539,2.017420298,2
123,2.245704105,2.516197632,1.571965405,1.736087212,2.05154492,2
124,2.230096329,2.488347514,1.552864302,1.676757195,2.054773898,2
125,2.250188977,2.467808779,1.609716871,1.768126446,2.089736667,2
126,2.224084875,2.423687354,1.624075214,1.774385907,2.151863312,2
127,2.094554061,2.38833132,1.488195148,1.529259285,2.207503604,2
128,2.04806501,2.359015261,1.535016713,1.560005835,2.267233701,2
129,2.019340185,2.301677604,1.498222477,1.437002691,2.267087273,2
130,2.033962056,2.292910961,1.490867143,1.420535434,2.252120123,2
131,2.157538938,2.36153777,1.583714073,1.644752706,2.191286774,2
132,2.031538625,2.363933514,1.59605599,1.658843628,2.316640347,2
133,1.994192207,2.29196711,1.533760288,1.468822965,2.298228208,2
134,2.163202077,2.421190898,1.487618992,1.544086357,2.121399238,2
135,2.368313257,2.609991076,1.693405678,1.977744012,1.955358849,2
136,2.245988238,2.531913044,1.588194742,1.801027404,2.084256229,2
137,2.03693165,2.30920705,1.478278848,1.422854567,2.247761868,2
138,2.131435526,2.352786742,1.537292206,1.557217772,2.185028147,2
139,2.276939057,2.448796046,1.711034992,1.991125388,2.203680141,2
140,1.999449992,2.297418042,1.530137812,1.471323217,2.29364222,2
141,2.153965618,2.476818862,1.60164485,1.813609652,2.230505172,2
142,1.870163185,2.254336649,1.454746535,1.602323564,1.366036124,2
143,1.814465139,2.169873611,1.418005996,1.703149831,1.289960768,2
144,1.918721122,2.29036502,1.432998021,1.597469256,1.42401961,2
145,1.727687873,2.106702058,1.5109259,1.74712384,1.276905862,2
146,1.794570501,2.102938362,1.476459666,1.809422746,1.367857465,2
147,1.912563752,2.338227763,1.604494481,1.619224615,1.658976801,2
148,1.976686029,2.253942482,1.512240971,1.852246691,1.779582363,2
149,2.369409591,2.435417387,2.675170221,2.745564186,1.840509436,3
150,2.464508616,2.438628078,2.714133967,2.779692818,1.859305392,3
151,2.368715535,2.381198104,2.736497402,2.761593857,1.81667781,3
152,2.261731071,2.33167504,2.744864002,2.736331496,1.776112171,3
153,1.986718351,2.356379662,2.605172658,2.622340258,1.730077412,3
154,1.685755256,2.462920198,2.355831962,2.371085682,1.823169053,3
155,1.545962806,2.340742789,2.530277521,2.211189104,1.79100503,3
156,1.73921148,2.176184076,2.769216813,2.31554774,1.805514489,3
157,1.919508141,2.380613471,2.748554008,2.141616878,1.975975423,3
158,2.048361415,2.170560232,2.903569801,2.395223287,1.906259733,3
159,2.009771268,2.706525861,2.30165546,2.215166652,2.113674934,3
160,1.739188992,2.561900339,2.385200294,2.131621818,1.987718179,3
161,2.619354104,2.691517355,2.852358493,2.126050787,2.276679106,3
162,2.623097503,2.448644753,2.774452551,2.833059891,1.894191946,3
163,2.746180954,2.821807756,2.873701114,2.865645883,2.012436942,3
164,2.783803605,2.564304237,2.771109202,2.701982823,1.983565745,3
165,2.870726163,2.471966669,2.696527156,2.537407473,2.043463016,3
166,2.769189225,2.021020158,2.534214397,2.447949868,1.945823808,3
167,2.945710326,2.40045731,2.625187652,2.383826907,2.121889564,3
168,3.116197788,2.707604392,2.649911509,2.311721791,2.305930443,3
169,2.775829527,1.767649609,2.191349802,2.397259445,2.079367973,3
170,2.676473042,1.671567426,2.130168648,2.510819385,2.030263489,3
171,2.367857771,1.673803467,2.316197614,2.775026775,1.890878445,3
172,2.291182208,1.692896544,2.463758279,2.823940145,1.79017305,3
173,2.874436667,1.9551493,2.183267208,2.384721645,2.188880918,3
174,3.105599145,2.646360159,2.62878755,2.289871213,2.298259389,3
175,2.862089541,1.940760789,2.158292426,2.40926822,2.18726774,3
176,2.339064222,2.385024302,2.508295105,2.707707869,1.792229091,3
177,2.382549459,2.302152847,2.248891945,2.540451037,1.739468981,3
178,2.442044312,2.236219703,2.072992102,2.39119012,1.719268345,3
179,2.628473266,2.37918828,2.515001711,2.329170485,1.893900058,3
180,2.825487595,2.401647696,2.947821995,2.419179931,2.017237152,3
181,2.070811122,1.795193259,1.486901237,2.950882856,1.385744378,3
182,1.985233791,1.948531091,1.393703515,2.830403255,1.345265756,3
183,2.229394815,1.918659594,1.449394358,2.607915973,1.409154354,3
184,2.44197207,2.217201289,2.027623813,2.37650275,1.707678081,3
185,1.892590749,2.149927967,1.829534194,2.947364501,1.555381355,3
186,2.397934118,1.943794864,1.69728033,2.518800056,1.552481671,3
187,2.605518148,2.130908428,2.195137863,2.404776214,1.769665452,3
188,2.366202479,1.6377738,1.676706505,2.856170811,1.532289793,3
189,1.797182082,2.08929736,1.793938599,3.066610523,1.556579012,3
190,2.185833418,2.007679745,1.532898456,2.612761144,1.442354528,3
191,2.708078088,2.303137338,2.512816979,2.314725415,1.902606516,3
192,2.492364746,2.497581405,2.805999878,3.163891724,1.942888144,3
193,2.313539659,2.447264254,2.576915255,2.578253311,1.815476593,3
194,2.223571384,2.241017823,2.685095266,2.23601047,1.661268446,3
195,1.765780548,2.315325263,2.485775255,1.547784952,1.555846336,3
196,1.811578838,1.971809041,2.816493834,1.366707131,1.341767866,3
197,1.889176693,1.896808742,2.852421993,1.414893541,1.351428561,3
198,1.958792472,1.834191609,2.887059952,1.497971374,1.39286979,3
199,2.098636614,2.544755293,2.168296278,2.039277479,1.802531742,3
200,2.195448917,2.557035442,2.26941874,2.284475063,1.837514413,3
201,1.9956123,1.994530581,2.733667725,1.53865238,1.389784223,3
202,2.284866395,2.502886018,2.469668841,2.516547616,1.834068811,3
203,1.847586221,1.937264154,2.8796476,1.485027834,1.395472309,3
204,2.184706371,1.992187473,2.889242185,2.061360147,1.570166567,3
205,2.093053885,2.301795758,2.478613424,1.916730906,1.618210288,3
206,2.264788604,2.184837469,2.797859656,2.344514875,1.671971595,3
207,2.146919447,2.441113399,2.359213833,2.10877778,1.736473549,3
208,2.192350876,2.790236196,2.792925892,3.419802226,2.234850236,3
209,2.196216749,2.762786408,2.765905952,3.379063296,2.143507451,3
210,2.394568932,2.565103069,2.808855865,3.272168784,2.080231696,3
211,2.594388873,2.375399454,2.903016959,3.202950868,2.1152912,3
212,2.794319941,2.369802898,3.03245842,3.181828669,2.417944974,3
213,2.820302772,2.533395318,2.905199191,2.981914815,2.280347143,3
214,2.631208701,2.535738426,2.749624732,3.010305502,1.966412407,3
215,2.456133722,2.655435097,2.62708279,3.099610216,1.877796871,3
216,2.338323019,2.822426455,2.56650824,3.229782202,1.996574962,3
217,2.396787537,2.719103544,2.593493806,3.147857941,1.896777874,3
218,2.53523284,2.937792016,2.368132986,3.107019296,1.987712184,3
219,2.604971893,2.806950589,2.466806308,2.947045804,1.865309641,3
220,2.737491983,2.727431976,2.630475338,2.824960065,1.959894409,3
221,2.900385005,2.726045314,2.813816663,2.782097647,2.261879675,3
222,3.019809729,2.923035711,2.773831168,2.582746698,2.338958351,3
223,2.883789151,2.924013613,2.574198416,2.664561295,2.08609752,3
224,2.782515848,2.982321244,2.37517084,2.837342836,2.016885814,3
225,2.734233015,3.085963138,2.184253284,3.027236112,2.071220596,3
226,2.813723372,2.955421873,2.446394875,2.772034776,2.027109942,3
227,2.958203521,2.916074628,2.688132977,2.595297148,2.19724332,3
228,2.793102912,2.6447337,2.767724199,2.857799573,2.10289543,3
229,2.924321305,2.850006421,2.713024139,2.653667551,2.180554462,3
230,2.920785073,3.033801363,2.498185924,2.693900028,2.186207433,3
231,2.481381073,2.530272423,2.75627228,3.152709351,1.960170173,3
232,0,0,0,0,0,4
233,0.234431905,0.321400897,0.326883002,0.348831784,0.364766628,4
234,0.243570174,0.308571979,0.330301181,0.369110316,0.38477269,4
235,0.258747999,0.388529268,0.338528276,0.304689548,0.423714132,4
236,0.306609082,0.442428587,0.356165675,0.333300958,0.571723342,4
237,0.277569979,0.41156016,0.31702689,0.309598704,0.448974774,4
238,0.26576658,0.390729188,0.282529192,0.320882105,0.393126105,4
239,0.277569979,0.385483679,0.272643937,0.356937617,0.425854253,4
240,0.307187937,0.397442452,0.296001838,0.401086541,0.534937808,4
241,0.277569979,0.353293528,0.269901798,0.389127768,0.423112114,4
242,0.26576658,0.317238016,0.277709497,0.394373277,0.388306411,4
243,0.277569979,0.305954615,0.312115256,0.415204249,0.44406314,4
244,0.307187937,0.329979804,0.355663135,0.446760978,0.572810894,4
245,0.277569979,0.305954615,0.342981655,0.415204249,0.474929539,4
246,0.21576658,0.286358046,0.300984538,0.347259657,0.283587863,4
247,0.26576658,0.317238016,0.348015653,0.394373277,0.458612566,4
248,0.233285954,0.325845845,0.326608809,0.343650992,0.36261064,4
249,0.21576658,0.343615568,0.302840375,0.290002135,0.285443699,4
250,0.257456297,0.369344787,0.349618306,0.336997759,0.446636189,4
251,0.217305104,0.3191558,0.282767973,0.334741906,0.332264354,4
252,0.219026594,0.279624588,0.265473616,0.323668937,0.353796025,4
253,0.243985326,0.256231765,0.245802461,0.361393518,0.377768205,4
254,0.301540671,0.262213627,0.289961865,0.503673304,0.411000082,4
255,0.280829993,0.321492698,0.292797239,0.58274038,0.361713172,4
256,0.287010071,0.313332377,0.300995443,0.551856167,0.337262647,4
257,0.296674132,0.304263064,0.347120373,0.483706926,0.311668833,4
258,0.280829993,0.299221157,0.352244173,0.474006162,0.334697429,4
259,0.290633403,0.311500798,0.357583656,0.551199705,0.368189268,4
260,0.266884408,0.222215963,0.21444239,0.361927067,0.32967172,4
261,0.254910351,0.282661324,0.322660688,0.375110503,0.307747043,4
262,0.188964567,0.217367629,0.172107921,0.165259085,0.249433264,4
263,0.208843147,0.315982681,0.193755703,0.323080041,0.260363848,4
264,0.204742243,0.333810047,0.198640964,0.294588288,0.2800144,4
265,0.217598379,0.292438361,0.216867128,0.346417083,0.274927318,4
266,0.228224632,0.328463401,0.322135128,0.333959453,0.346001655,4
267,0.228224632,0.328463401,0.322135128,0.333959453,0.346001655,4
268,0.228224632,0.328463401,0.322135128,0.333959453,0.346001655,4
269,0.228224632,0.328463401,0.322135128,0.333959453,0.346001655,4
270,0.228224632,0.328463401,0.322135128,0.333959453,0.346001655,4
271,0.228224632,0.328463401,0.322135128,0.333959453,0.346001655,4
272,0.228224632,0.328463401,0.322135128,0.333959453,0.346001655,4
273,0.242366768,0.377423429,0.332841644,0.348101589,0.355970896,4
274,0.227069321,0.319067792,0.334277906,0.330935681,0.328642353,4
275,0.22165609,0.285809106,0.340581994,0.319310946,0.306117544,4
276,0.223943026,0.271254164,0.348640883,0.312511252,0.288016471,4
277,0.242366768,0.292953088,0.370020202,0.31137622,0.271047367,4
278,0.229063112,0.254108276,0.355813831,0.288072611,0.28301619,4
279,0.22165609,0.232596834,0.342437831,0.262053425,0.308306957,4
280,0.226024441,0.235887045,0.307977492,0.242923662,0.36081892,4
281,0.242366768,0.270346707,0.33683433,0.234964504,0.358038573,4
282,0.227046024,0.238147697,0.308930158,0.24262507,0.361403914,4
283,0.22165609,0.237275769,0.288288797,0.262053425,0.367134925,4
284,0.23165609,0.264417827,0.292759473,0.265543728,0.376316005,4
285,0.226555836,0.254538419,0.250767717,0.299049984,0.38002235,4
286,0.242366768,0.312735017,0.265023611,0.31137622,0.395825886,4
287,0.225970979,0.269508182,0.258309809,0.30881935,0.378265513,4
288,0.22165609,0.289123438,0.283816743,0.319310946,0.366197127,4
289,0.225299128,0.31475041,0.30389886,0.328975498,0.358434392,4
290,0.218901196,0.297201097,0.310119223,0.324341017,0.345697129,4
291,0.244897253,0.313172127,0.346615454,0.358729919,0.328714758,4
292,0.277040162,0.313125915,0.363373861,0.375879489,0.326995903,4
293,0.278704948,0.333795655,0.373139649,0.368300894,0.305803755,4
294,0.312796261,0.36244871,0.392812069,0.367944762,0.291925726,4
295,0.275145463,0.357535902,0.373665459,0.344337666,0.301941441,4
296,0.281085412,0.370383437,0.365229698,0.318621967,0.329185316,4
297,0.26405766,0.371864314,0.34825814,0.295700473,0.350569739,4
298,0.299371294,0.388691284,0.343816864,0.28956928,0.379628871,4
299,0.287583349,0.375224259,0.320582959,0.309301929,0.384809207,4
300,0.288028412,0.367850304,0.303824087,0.326631401,0.392057625,4
301,0.292466215,0.361505328,0.287179928,0.345231531,0.400884434,4
302,0.292466215,0.361505328,0.287179928,0.345231531,0.400884434,4
303,0.245742434,0.333434233,0.289615993,0.346448964,0.378578249,4
304,0.233834485,0.315168814,0.312145287,0.349855251,0.359000139,4
305,0.25120269,0.310608749,0.349927268,0.363793792,0.329207887,4
306,0.234889449,0.341797457,0.312051552,0.323539734,0.359835713,4
307,0.235683136,0.339810014,0.340482859,0.328002727,0.329722541,4
308,0.231839882,0.31392145,0.329651668,0.34924283,0.341358941,4
309,0.237850674,0.306959201,0.316966006,0.357427202,0.358833271,4
310,0.234730715,0.34323025,0.315228463,0.321039539,0.357567469,4
